key,board,summary,description,acceptance_criteria,status,assignee,reporter,priority,issue_type,created,closed,labels,components,sprint,sprint_state,sprint_start_date,sprint_end_date,story_points,epic_id,employee_type,requested_by,fix_versions
APS-3-16,APS2,TASK 264 for APS2,Description for Task 264 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-3-16,Done,Ashwin,Ravi,Medium,Story,2025-04-11,2025-01-23,['enhancement'],['Auth Service'],Sprint 2,Completed,2025-01-14,2025-01-27,1,APS-3,FTC,RTB,APS2-8783
DIS-5-15,EBSNF,TASK 265 for EBSNF,Description for Task 265 in EBSNF,Acceptance criteria for issue type Task in EBSNF with issue key DIS-5-15,Done,Peter,Hinata,High,Task,2025-04-04,2025-01-15,[],['UI'],Sprint 2,Completed,2025-01-14,2025-01-27,3,DIS-5,FTC,RTB,EBSNF1-8786
APS-2-31,APS1,TASK 266 for APS1,Description for Task 266 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-2-31,To Do,Khaleel,Madhu,Low,Task,2025-04-06,,['UI'],['Database'],Sprint 9,Future,2025-04-23,2025-05-06,5,APS-2,FTC,RTB,APS1-8785
TES-1-24,TES1,TASK 267 for TES1,Description for Task 267 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-1-24,Done,David,Ishan,Low,Defect,2025-04-04,2025-03-10,['backend'],['API'],Sprint 5,Completed,2025-02-25,2025-03-11,3,TES-1,FTC,CTB,TES1-8784
APS-4-26,APS2,TASK 268 for APS2,Description for Task 268 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-4-26,To Do,Ashwin,Bhuvi,Critical,Defect,2025-04-02,,['frontend'],['Payment Service'],Sprint 8,Active,2025-04-09,2025-04-22,1,APS-4,FTC,CTB,APS2-8785
APS-2-32,APS1,TASK 269 for APS1,Description for Task 269 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-2-32,Done,Noor,Shreya,High,Task,2025-04-06,2025-01-28,['bugfix'],['Database'],Sprint 3,Completed,2025-01-28,2025-02-10,1,APS-2,FTE,RTB,APS1-8783
TES-3-23,TES2,TASK 270 for TES2,Description for Task 270 in TES2,Acceptance criteria for issue type Task in TES2 with issue key TES-3-23,Done,Seetha,Smrithi,Low,Task,2025-04-10,2025-04-04,[],[],Sprint 7,Completed,2025-03-26,2025-04-08,3,TES-3,FTC,RTB,TES2-8784
DIS-6-13,EBSNF,TASK 271 for EBSNF,Description for Task 271 in EBSNF,Acceptance criteria for issue type Task in EBSNF with issue key DIS-6-13,To Do,Pavithra,Hinata,High,Task,2025-04-02,,['bugfix'],['Payment Service'],Sprint 8,Active,2025-04-09,2025-04-22,2,DIS-6,FTE,CTB,EBSNF1-8786
TES-3-24,TES2,TASK 272 for TES2,Description for Task 272 in TES2,Acceptance criteria for issue type Story in TES2 with issue key TES-3-24,To Do,Rasheed,Pradeep,Medium,Story,2025-03-17,,['UI'],['UI'],Sprint 9,Future,2025-04-23,2025-05-06,5,TES-3,FTE,RTB,TES2-8786
DIS-4-11,CDF,TASK 273 for CDF,Description for Task 273 in CDF,Acceptance criteria for issue type Story in CDF with issue key DIS-4-11,Done,Apoorva,Naruto,Medium,Story,2025-03-19,2025-04-03,['UI'],['Auth Service'],Sprint 7,Completed,2025-03-26,2025-04-08,3,DIS-4,FTE,CTB,CDF1-8786
TES-4-15,TES2,TASK 274 for TES2,Description for Task 274 in TES2,Acceptance criteria for issue type Task in TES2 with issue key TES-4-15,To Do,Rachin,Smrithi,Medium,Task,2025-03-27,,['backend'],['Auth Service'],Sprint 9,Future,2025-04-23,2025-05-06,2,TES-4,FTC,CTB,TES2-8783
APS-3-17,APS2,TASK 275 for APS2,Description for Task 275 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-3-17,Done,Dube,Bhuvi,High,Defect,2025-03-25,2025-01-08,['UI'],['UI'],Sprint 1,Completed,2025-01-01,2025-01-13,5,APS-3,FTE,RTB,APS2-8785
APS-2-33,APS1,TASK 276 for APS1,Description for Task 276 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-2-33,To Do,Khaleel,Madhu,Medium,Task,2025-04-07,,['bugfix'],['Auth Service'],Sprint 9,Future,2025-04-23,2025-05-06,3,APS-2,FTC,RTB,APS1-8786
DIS-6-14,EBSNF,TASK 277 for EBSNF,Description for Task 277 in EBSNF,Acceptance criteria for issue type Defect in EBSNF with issue key DIS-6-14,Done,Pavithra,Hinata,High,Defect,2025-03-20,2025-04-05,['frontend'],['Database'],Sprint 7,Completed,2025-03-26,2025-04-08,1,DIS-6,FTE,CTB,EBSNF1-8785
APS-2-34,APS1,TASK 278 for APS1,Description for Task 278 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-2-34,Done,Nitish,Shreya,Medium,Task,2025-04-08,2025-03-30,['frontend'],['API'],Sprint 7,Completed,2025-03-26,2025-04-08,2,APS-2,FTE,RTB,APS1-8786
TES-4-16,TES2,TASK 279 for TES2,Description for Task 279 in TES2,Acceptance criteria for issue type Defect in TES2 with issue key TES-4-16,Done,Rachin,Pradeep,Medium,Defect,2025-03-27,2025-01-10,['UI'],['UI'],Sprint 1,Completed,2025-01-01,2025-01-13,5,TES-4,FTC,CTB,TES2-8784
DIS-3-14,CDF,TASK 280 for CDF,Description for Task 280 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-3-14,Done,Hari,Tony,Critical,Task,2025-03-23,2025-02-22,['frontend'],['UI'],Sprint 4,Completed,2025-02-11,2025-02-24,3,DIS-3,FTE,RTB,CDF1-8783
APS-3-18,APS2,TASK 281 for APS2,Description for Task 281 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-3-18,Done,Vikram,Ravi,Critical,Story,2025-04-01,2025-02-23,['UI'],['UI'],Sprint 4,Completed,2025-02-11,2025-02-24,3,APS-3,FTC,RTB,APS2-8785
DIS-1-7,CDF,TASK 282 for CDF,Description for Task 282 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-1-7,Done,Apoorva,Naruto,Critical,Defect,2025-03-30,2025-04-02,['UI'],['Payment Service'],Sprint 7,Completed,2025-03-26,2025-04-08,3,DIS-1,FTE,RTB,CDF1-8783
TES-1-25,TES1,TASK 283 for TES1,Description for Task 283 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-1-25,Done,David,Ishan,Critical,Defect,2025-03-21,2025-01-17,['bugfix'],['UI'],Sprint 2,Completed,2025-01-14,2025-01-27,1,TES-1,FTC,CTB,TES1-8783
TES-2-29,TES1,TASK 284 for TES1,Description for Task 284 in TES1,Acceptance criteria for issue type Task in TES1 with issue key TES-2-29,Done,Krithika,Shubman,Critical,Task,2025-03-19,2025-04-04,['bugfix'],['API'],Sprint 7,Completed,2025-03-26,2025-04-08,5,TES-2,FTE,RTB,TES1-8785
DIS-7-18,EBSNF,TASK 285 for EBSNF,Description for Task 285 in EBSNF,Acceptance criteria for issue type Task in EBSNF with issue key DIS-7-18,Done,Alok,Zoro,Medium,Task,2025-03-23,2025-02-07,['bugfix'],[],Sprint 3,Completed,2025-01-28,2025-02-10,2,DIS-7,FTE,RTB,EBSNF1-8785
DIS-2-9,CDF,TASK 286 for CDF,Description for Task 286 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-2-9,Done,Apoorva,Naruto,Low,Defect,2025-03-26,2025-01-18,['frontend'],['API'],Sprint 2,Completed,2025-01-14,2025-01-27,2,DIS-2,FTE,CTB,CDF1-8784
DIS-3-15,CDF,TASK 287 for CDF,Description for Task 287 in CDF,Acceptance criteria for issue type Story in CDF with issue key DIS-3-15,To Do,Rishika,Tony,High,Story,2025-03-17,,[],['Database'],Sprint 8,Active,2025-04-09,2025-04-22,2,DIS-3,FTE,RTB,CDF1-8784
DIS-4-12,CDF,TASK 288 for CDF,Description for Task 288 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-4-12,Done,Rishika,Naruto,Medium,Task,2025-04-09,2025-03-15,['enhancement'],['Auth Service'],Sprint 6,Completed,2025-03-12,2025-03-25,3,DIS-4,FTE,CTB,CDF1-8786
APS-1-27,APS1,TASK 289 for APS1,Description for Task 289 in APS1,Acceptance criteria for issue type Defect in APS1 with issue key APS-1-27,To Do,Khaleel,Shreya,High,Defect,2025-03-23,,['frontend'],['Auth Service'],Sprint 9,Future,2025-04-23,2025-05-06,5,APS-1,FTC,CTB,APS1-8785
TES-3-25,TES2,TASK 290 for TES2,Description for Task 290 in TES2,Acceptance criteria for issue type Story in TES2 with issue key TES-3-25,Done,Rasheed,Smrithi,Medium,Story,2025-03-24,2025-01-20,['frontend'],['UI'],Sprint 2,Completed,2025-01-14,2025-01-27,5,TES-3,FTE,RTB,TES2-8784
TES-3-26,TES2,TASK 291 for TES2,Description for Task 291 in TES2,Acceptance criteria for issue type Defect in TES2 with issue key TES-3-26,Done,Seetha,Smrithi,Medium,Defect,2025-04-07,2025-01-07,['UI'],[],Sprint 1,Completed,2025-01-01,2025-01-13,3,TES-3,FTC,RTB,TES2-8784
DIS-5-16,EBSNF,TASK 292 for EBSNF,Description for Task 292 in EBSNF,Acceptance criteria for issue type Story in EBSNF with issue key DIS-5-16,Done,Pavithra,Hinata,High,Story,2025-03-19,2025-03-09,['enhancement'],['UI'],Sprint 5,Completed,2025-02-25,2025-03-11,1,DIS-5,FTE,RTB,EBSNF1-8786
APS-1-28,APS1,TASK 293 for APS1,Description for Task 293 in APS1,Acceptance criteria for issue type Story in APS1 with issue key APS-1-28,Done,Nitish,Madhu,Critical,Story,2025-03-27,2025-01-03,['frontend'],['UI'],Sprint 1,Completed,2025-01-01,2025-01-13,2,APS-1,FTE,CTB,APS1-8783
TES-1-26,TES1,TASK 294 for TES1,Description for Task 294 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-1-26,To Do,David,Shubman,High,Defect,2025-03-30,,['UI'],[],Sprint 9,Future,2025-04-23,2025-05-06,5,TES-1,FTC,CTB,TES1-8783
DIS-6-15,EBSNF,TASK 295 for EBSNF,Description for Task 295 in EBSNF,Acceptance criteria for issue type Story in EBSNF with issue key DIS-6-15,Done,Pavithra,Zoro,Critical,Story,2025-03-21,2025-02-08,['bugfix'],['UI'],Sprint 3,Completed,2025-01-28,2025-02-10,2,DIS-6,FTE,CTB,EBSNF1-8785
APS-1-29,APS1,TASK 296 for APS1,Description for Task 296 in APS1,Acceptance criteria for issue type Story in APS1 with issue key APS-1-29,Done,Khaleel,Madhu,Low,Story,2025-03-25,2025-03-17,['UI'],['Database'],Sprint 6,Completed,2025-03-12,2025-03-25,2,APS-1,FTC,CTB,APS1-8783
APS-4-27,APS2,TASK 297 for APS2,Description for Task 297 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-4-27,To Do,Ashwin,Bhuvi,Low,Story,2025-04-01,,['frontend'],['API'],Sprint 9,Future,2025-04-23,2025-05-06,1,APS-4,FTC,CTB,APS2-8785
TES-1-27,TES1,TASK 298 for TES1,Description for Task 298 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-1-27,Done,Sai,Shubman,Critical,Defect,2025-03-18,2025-01-21,['bugfix'],[],Sprint 2,Completed,2025-01-14,2025-01-27,5,TES-1,FTE,CTB,TES1-8784
DIS-1-8,CDF,TASK 299 for CDF,Description for Task 299 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-1-8,Done,Rishika,Naruto,Critical,Defect,2025-03-30,2025-03-20,['frontend'],['API'],Sprint 6,Completed,2025-03-12,2025-03-25,3,DIS-1,FTE,RTB,CDF1-8784
TES-2-30,TES1,TASK 300 for TES1,Description for Task 300 in TES1,Acceptance criteria for issue type Story in TES1 with issue key TES-2-30,Done,Krithika,Shubman,Low,Story,2025-04-05,2025-02-17,['frontend'],['Auth Service'],Sprint 4,Completed,2025-02-11,2025-02-24,5,TES-2,FTE,RTB,TES1-8783
DIS-7-19,EBSNF,TASK 301 for EBSNF,Description for Task 301 in EBSNF,Acceptance criteria for issue type Defect in EBSNF with issue key DIS-7-19,Done,Apoorva,Hinata,Low,Defect,2025-03-24,2025-02-19,['enhancement'],[],Sprint 4,Completed,2025-02-11,2025-02-24,5,DIS-7,FTE,RTB,EBSNF1-8783
DIS-3-16,CDF,TASK 302 for CDF,Description for Task 302 in CDF,Acceptance criteria for issue type Story in CDF with issue key DIS-3-16,Done,Apoorva,Naruto,Medium,Story,2025-04-06,2025-01-02,['backend'],['Payment Service'],Sprint 1,Completed,2025-01-01,2025-01-13,2,DIS-3,FTE,RTB,CDF1-8783
TES-2-31,TES1,TASK 303 for TES1,Description for Task 303 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-2-31,Done,Krithika,Shubman,Medium,Defect,2025-03-20,2025-03-03,['backend'],['Payment Service'],Sprint 5,Completed,2025-02-25,2025-03-11,5,TES-2,FTE,RTB,TES1-8783
TES-4-17,TES2,TASK 304 for TES2,Description for Task 304 in TES2,Acceptance criteria for issue type Defect in TES2 with issue key TES-4-17,Done,Seetha,Pradeep,High,Defect,2025-04-07,2025-01-09,[],[],Sprint 1,Completed,2025-01-01,2025-01-13,3,TES-4,FTC,CTB,TES2-8786
DIS-4-13,CDF,TASK 305 for CDF,Description for Task 305 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-4-13,Done,Bob,Tony,Low,Defect,2025-03-23,2025-01-17,['UI'],['UI'],Sprint 2,Completed,2025-01-14,2025-01-27,5,DIS-4,FTC,CTB,CDF1-8783
DIS-4-14,CDF,TASK 306 for CDF,Description for Task 306 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-4-14,To Do,Apoorva,Tony,High,Task,2025-03-30,,['backend'],['API'],Sprint 10,Future,2025-05-07,2025-05-20,2,DIS-4,FTE,CTB,CDF1-8785
APS-4-28,APS2,TASK 307 for APS2,Description for Task 307 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-4-28,Done,Dube,Ravi,High,Story,2025-03-17,2025-01-26,['backend'],[],Sprint 2,Completed,2025-01-14,2025-01-27,3,APS-4,FTE,CTB,APS2-8786
APS-3-19,APS2,TASK 308 for APS2,Description for Task 308 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-3-19,To Do,Dube,Bhuvi,Low,Story,2025-04-06,,['enhancement'],['Auth Service'],Sprint 9,Future,2025-04-23,2025-05-06,5,APS-3,FTE,RTB,APS2-8783
DIS-4-15,CDF,TASK 309 for CDF,Description for Task 309 in CDF,Acceptance criteria for issue type Story in CDF with issue key DIS-4-15,Done,Bob,Tony,Critical,Story,2025-04-01,2025-02-27,['bugfix'],['Auth Service'],Sprint 5,Completed,2025-02-25,2025-03-11,2,DIS-4,FTC,CTB,CDF1-8784
DIS-4-16,CDF,TASK 310 for CDF,Description for Task 310 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-4-16,Done,Bob,Tony,Medium,Defect,2025-03-17,2025-01-10,['bugfix'],['API'],Sprint 1,Completed,2025-01-01,2025-01-13,5,DIS-4,FTC,CTB,CDF1-8785
APS-1-30,APS1,TASK 311 for APS1,Description for Task 311 in APS1,Acceptance criteria for issue type Defect in APS1 with issue key APS-1-30,Done,Nitish,Madhu,Low,Defect,2025-03-22,2025-03-17,['enhancement'],['Payment Service'],Sprint 6,Completed,2025-03-12,2025-03-25,3,APS-1,FTE,CTB,APS1-8786
DIS-7-20,EBSNF,TASK 312 for EBSNF,Description for Task 312 in EBSNF,Acceptance criteria for issue type Story in EBSNF with issue key DIS-7-20,Done,Apoorva,Hinata,Low,Story,2025-04-11,2025-03-02,['enhancement'],['UI'],Sprint 5,Completed,2025-02-25,2025-03-11,2,DIS-7,FTE,RTB,EBSNF1-8786
DIS-7-21,EBSNF,TASK 313 for EBSNF,Description for Task 313 in EBSNF,Acceptance criteria for issue type Defect in EBSNF with issue key DIS-7-21,To Do,Peter,Hinata,Medium,Defect,2025-03-28,,['backend'],['Database'],Sprint 10,Future,2025-05-07,2025-05-20,3,DIS-7,FTC,RTB,EBSNF1-8784
APS-3-20,APS2,TASK 314 for APS2,Description for Task 314 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-3-20,Done,Vikram,Ravi,Low,Story,2025-03-22,2025-03-17,['bugfix'],[],Sprint 6,Completed,2025-03-12,2025-03-25,2,APS-3,FTC,RTB,APS2-8784
APS-1-31,APS1,TASK 315 for APS1,Description for Task 315 in APS1,Acceptance criteria for issue type Defect in APS1 with issue key APS-1-31,Done,Noor,Madhu,Critical,Defect,2025-03-20,2025-03-24,['UI'],['API'],Sprint 6,Completed,2025-03-12,2025-03-25,2,APS-1,FTE,CTB,APS1-8785
DIS-1-9,CDF,TASK 316 for CDF,Description for Task 316 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-1-9,Done,Apoorva,Tony,Critical,Task,2025-03-21,2025-01-20,['frontend'],['UI'],Sprint 2,Completed,2025-01-14,2025-01-27,5,DIS-1,FTE,RTB,CDF1-8786
APS-4-29,APS2,TASK 317 for APS2,Description for Task 317 in APS2,Acceptance criteria for issue type Task in APS2 with issue key APS-4-29,Done,Vikram,Bhuvi,Medium,Task,2025-03-17,2025-04-16,['enhancement'],['Payment Service'],Sprint 8,Active,2025-04-09,2025-04-22,2,APS-4,FTC,CTB,APS2-8785
TES-2-32,TES1,TASK 318 for TES1,Description for Task 318 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-2-32,Done,Krithika,Shubman,Medium,Defect,2025-04-06,2025-04-06,['backend'],['Payment Service'],Sprint 7,Completed,2025-03-26,2025-04-08,3,TES-2,FTE,RTB,TES1-8784
TES-1-28,TES1,TASK 319 for TES1,Description for Task 319 in TES1,Acceptance criteria for issue type Story in TES1 with issue key TES-1-28,Done,Krithika,Shubman,Medium,Story,2025-04-02,2025-03-01,[],[],Sprint 5,Completed,2025-02-25,2025-03-11,3,TES-1,FTE,CTB,TES1-8785
TES-4-18,TES2,TASK 320 for TES2,Description for Task 320 in TES2,Acceptance criteria for issue type Defect in TES2 with issue key TES-4-18,Done,Seetha,Smrithi,Critical,Defect,2025-04-09,2025-03-07,[],['Database'],Sprint 5,Completed,2025-02-25,2025-03-11,5,TES-4,FTC,CTB,TES2-8785
DIS-7-22,EBSNF,TASK 321 for EBSNF,Description for Task 321 in EBSNF,Acceptance criteria for issue type Task in EBSNF with issue key DIS-7-22,Done,Peter,Zoro,Low,Task,2025-04-07,2025-03-01,['bugfix'],['Database'],Sprint 5,Completed,2025-02-25,2025-03-11,1,DIS-7,FTC,RTB,EBSNF1-8784
APS-3-21,APS2,TASK 322 for APS2,Description for Task 322 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-3-21,Done,Vikram,Bhuvi,Low,Story,2025-04-04,2025-02-13,['frontend'],['API'],Sprint 4,Completed,2025-02-11,2025-02-24,1,APS-3,FTC,RTB,APS2-8785
DIS-6-16,EBSNF,TASK 323 for EBSNF,Description for Task 323 in EBSNF,Acceptance criteria for issue type Task in EBSNF with issue key DIS-6-16,To Do,Pavithra,Hinata,Medium,Task,2025-04-03,,['enhancement'],['UI'],Sprint 9,Future,2025-04-23,2025-05-06,1,DIS-6,FTE,CTB,EBSNF1-8783
APS-2-35,APS1,TASK 324 for APS1,Description for Task 324 in APS1,Acceptance criteria for issue type Defect in APS1 with issue key APS-2-35,To Do,Noor,Madhu,Medium,Defect,2025-03-20,,['backend'],['Database'],Sprint 10,Future,2025-05-07,2025-05-20,2,APS-2,FTE,RTB,APS1-8786
DIS-7-23,EBSNF,TASK 325 for EBSNF,Description for Task 325 in EBSNF,Acceptance criteria for issue type Task in EBSNF with issue key DIS-7-23,To Do,Pavithra,Zoro,Medium,Task,2025-04-11,,['bugfix'],['Database'],Sprint 10,Future,2025-05-07,2025-05-20,5,DIS-7,FTE,RTB,EBSNF1-8785
APS-4-30,APS2,TASK 326 for APS2,Description for Task 326 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-4-30,In Progress,Ashwin,Ravi,High,Story,2025-03-29,,['backend'],['Payment Service'],Sprint 8,Active,2025-04-09,2025-04-22,2,APS-4,FTC,CTB,APS2-8785
TES-3-27,TES2,TASK 327 for TES2,Description for Task 327 in TES2,Acceptance criteria for issue type Story in TES2 with issue key TES-3-27,Done,Rachin,Smrithi,Low,Story,2025-03-23,2024-12-31,['bugfix'],['Database'],Sprint 1,Completed,2025-01-01,2025-01-13,3,TES-3,FTC,RTB,TES2-8783
TES-3-28,TES2,TASK 328 for TES2,Description for Task 328 in TES2,Acceptance criteria for issue type Defect in TES2 with issue key TES-3-28,To Do,Rasheed,Pradeep,Medium,Defect,2025-04-03,,['frontend'],['API'],Sprint 9,Future,2025-04-23,2025-05-06,1,TES-3,FTE,RTB,TES2-8785
APS-3-22,APS2,TASK 329 for APS2,Description for Task 329 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-3-22,Done,Ashwin,Ravi,Critical,Defect,2025-03-20,2025-01-09,['frontend'],[],Sprint 1,Completed,2025-01-01,2025-01-13,2,APS-3,FTC,RTB,APS2-8786
TES-4-19,TES2,TASK 330 for TES2,Description for Task 330 in TES2,Acceptance criteria for issue type Story in TES2 with issue key TES-4-19,Done,Rachin,Smrithi,Low,Story,2025-03-29,2025-01-28,['enhancement'],['API'],Sprint 3,Completed,2025-01-28,2025-02-10,2,TES-4,FTC,CTB,TES2-8784
DIS-6-17,EBSNF,TASK 331 for EBSNF,Description for Task 331 in EBSNF,Acceptance criteria for issue type Story in EBSNF with issue key DIS-6-17,Done,Pavithra,Hinata,Medium,Story,2025-04-02,2025-02-17,['enhancement'],[],Sprint 4,Completed,2025-02-11,2025-02-24,1,DIS-6,FTE,CTB,EBSNF1-8783
DIS-4-17,CDF,TASK 332 for CDF,Description for Task 332 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-4-17,To Do,Hari,Tony,Medium,Task,2025-03-29,,['backend'],['UI'],Sprint 9,Future,2025-04-23,2025-05-06,3,DIS-4,FTE,CTB,CDF1-8783
APS-2-36,APS1,TASK 333 for APS1,Description for Task 333 in APS1,Acceptance criteria for issue type Story in APS1 with issue key APS-2-36,Done,Khaleel,Madhu,Critical,Story,2025-04-09,2025-03-12,['enhancement'],['UI'],Sprint 6,Completed,2025-03-12,2025-03-25,3,APS-2,FTC,RTB,APS1-8785
APS-3-23,APS2,TASK 334 for APS2,Description for Task 334 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-3-23,In Progress,Ashwin,Ravi,Low,Story,2025-04-04,,['frontend'],['API'],Sprint 8,Active,2025-04-09,2025-04-22,1,APS-3,FTC,RTB,APS2-8786
APS-2-37,APS1,TASK 335 for APS1,Description for Task 335 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-2-37,To Do,Khaleel,Madhu,Medium,Task,2025-03-21,,['frontend'],['API'],Sprint 9,Future,2025-04-23,2025-05-06,1,APS-2,FTC,RTB,APS1-8783
DIS-1-10,CDF,TASK 336 for CDF,Description for Task 336 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-1-10,Done,Rishika,Naruto,Critical,Defect,2025-03-24,2025-01-09,['bugfix'],['Payment Service'],Sprint 1,Completed,2025-01-01,2025-01-13,3,DIS-1,FTE,RTB,CDF1-8783
TES-4-20,TES2,TASK 337 for TES2,Description for Task 337 in TES2,Acceptance criteria for issue type Task in TES2 with issue key TES-4-20,In Progress,Rasheed,Smrithi,Low,Task,2025-03-27,,['backend'],['Payment Service'],Sprint 8,Active,2025-04-09,2025-04-22,2,TES-4,FTE,CTB,TES2-8786
APS-1-32,APS1,TASK 338 for APS1,Description for Task 338 in APS1,Acceptance criteria for issue type Story in APS1 with issue key APS-1-32,Done,Noor,Shreya,High,Story,2025-04-08,2024-12-31,['frontend'],['API'],Sprint 1,Completed,2025-01-01,2025-01-13,2,APS-1,FTE,CTB,APS1-8785
DIS-4-18,CDF,TASK 339 for CDF,Description for Task 339 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-4-18,Done,Rishika,Naruto,Medium,Task,2025-03-30,2025-01-20,['enhancement'],['API'],Sprint 2,Completed,2025-01-14,2025-01-27,3,DIS-4,FTE,CTB,CDF1-8786
APS-1-33,APS1,TASK 340 for APS1,Description for Task 340 in APS1,Acceptance criteria for issue type Story in APS1 with issue key APS-1-33,Done,Khaleel,Madhu,High,Story,2025-03-20,2025-02-08,['frontend'],['API'],Sprint 3,Completed,2025-01-28,2025-02-10,2,APS-1,FTC,CTB,APS1-8783
TES-4-21,TES2,TASK 341 for TES2,Description for Task 341 in TES2,Acceptance criteria for issue type Task in TES2 with issue key TES-4-21,To Do,Seetha,Pradeep,Low,Task,2025-03-20,,['frontend'],['Auth Service'],Sprint 9,Future,2025-04-23,2025-05-06,2,TES-4,FTC,CTB,TES2-8785
DIS-6-18,EBSNF,TASK 342 for EBSNF,Description for Task 342 in EBSNF,Acceptance criteria for issue type Defect in EBSNF with issue key DIS-6-18,To Do,Alok,Zoro,Critical,Defect,2025-03-24,,['bugfix'],['Auth Service'],Sprint 9,Future,2025-04-23,2025-05-06,5,DIS-6,FTE,CTB,EBSNF1-8784
APS-4-31,APS2,TASK 343 for APS2,Description for Task 343 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-4-31,Done,Dube,Bhuvi,High,Story,2025-04-02,2025-01-25,['frontend'],['Database'],Sprint 2,Completed,2025-01-14,2025-01-27,1,APS-4,FTE,CTB,APS2-8784
APS-4-32,APS2,TASK 344 for APS2,Description for Task 344 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-4-32,To Do,Dube,Ravi,Critical,Defect,2025-03-28,,['enhancement'],['Payment Service'],Sprint 10,Future,2025-05-07,2025-05-20,2,APS-4,FTE,CTB,APS2-8786
APS-4-33,APS2,TASK 345 for APS2,Description for Task 345 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-4-33,Done,Dube,Ravi,Medium,Defect,2025-03-24,2025-01-26,['enhancement'],['Database'],Sprint 2,Completed,2025-01-14,2025-01-27,5,APS-4,FTE,CTB,APS2-8784
TES-1-29,TES1,TASK 346 for TES1,Description for Task 346 in TES1,Acceptance criteria for issue type Task in TES1 with issue key TES-1-29,Done,David,Ishan,Medium,Task,2025-03-19,2025-02-19,['bugfix'],['Database'],Sprint 4,Completed,2025-02-11,2025-02-24,1,TES-1,FTC,CTB,TES1-8786
TES-1-30,TES1,TASK 347 for TES1,Description for Task 347 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-1-30,Done,Krithika,Ishan,Critical,Defect,2025-03-28,2025-03-23,['backend'],['Auth Service'],Sprint 6,Completed,2025-03-12,2025-03-25,5,TES-1,FTE,CTB,TES1-8784
TES-1-31,TES1,TASK 348 for TES1,Description for Task 348 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-1-31,To Do,Sai,Shubman,High,Defect,2025-03-21,,['frontend'],['UI'],Sprint 8,Active,2025-04-09,2025-04-22,2,TES-1,FTE,CTB,TES1-8783
APS-4-34,APS2,TASK 349 for APS2,Description for Task 349 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-4-34,Done,Dube,Bhuvi,Medium,Story,2025-03-20,2025-03-15,[],[],Sprint 6,Completed,2025-03-12,2025-03-25,1,APS-4,FTE,CTB,APS2-8784
APS-1-34,APS1,TASK 350 for APS1,Description for Task 350 in APS1,Acceptance criteria for issue type Defect in APS1 with issue key APS-1-34,Done,Khaleel,Madhu,Low,Defect,2025-03-28,2025-02-06,[],['Database'],Sprint 3,Completed,2025-01-28,2025-02-10,3,APS-1,FTC,CTB,APS1-8786
